OBSERVATION COUNT,LATITUDE,LONGITUDE,OBSERVATION DATE
1,47.662576,-122.12052,6/7/12
1,47.4066334,-122.2595633,6/9/12
1,47.662576,-122.12052,6/28/12
2,47.662576,-122.12052,6/21/12
1,47.4066334,-122.2595633,6/9/12
1,47.6815336,-122.2505453,6/10/12
1,47.65424,-122.29137,6/11/12
1,47.662576,-122.12052,6/23/12
1,47.662576,-122.12052,6/7/12
3,47.662576,-122.12052,6/14/12
2,47.3284365,-122.2431564,6/3/12
2,47.662576,-122.12052,6/14/12
3,47.662576,-122.12052,6/14/12
1,47.6815336,-122.2505453,6/16/12
1,47.662576,-122.12052,6/13/12
3,47.662576,-122.12052,6/14/12
1,47.6796051,-121.9601727,6/17/12
1,47.4253436,-121.4216495,6/16/12
1,47.4066334,-122.2595633,6/17/12
2,47.662576,-122.12052,6/14/12
1,47.6829127,-121.9239418,6/19/12
1,47.4066334,-122.2595633,6/17/12
2,47.662576,-122.12052,6/21/12
1,47.662576,-122.12052,6/21/12
2,47.662576,-122.12052,6/21/12
3,47.4066334,-122.2595633,6/3/12
1,47.6545148,-122.1077304,6/25/12
2,47.6829127,-121.9239418,6/24/12
1,47.6865969,-121.9762874,6/24/12
2,47.4066334,-122.2595633,6/3/12
1,47.3685927,-122.2428125,6/4/12
1,47.662576,-122.12052,6/25/12
1,47.662576,-122.12052,6/24/12
4,47.4066334,-122.2595633,6/4/12
1,47.5226276,-121.8054843,6/5/12
1,47.662576,-122.12052,6/28/12
1,47.662576,-122.12052,6/7/12
2,47.662576,-122.12052,6/6/12
1,47.662576,-122.12052,6/28/12
1,47.6815336,-122.2505453,6/28/12
1,47.662576,-122.12052,7/26/12
1,47.6815336,-122.2505453,7/5/12
1,47.6815336,-122.2505453,7/12/12
1,47.6815336,-122.2505453,7/11/12
1,47.6815336,-122.2505453,7/12/12
1,47.662576,-122.12052,7/12/12
1,47.6815336,-122.2505453,7/19/12
1,47.662576,-122.12052,7/26/12
1,47.662576,-122.12052,7/26/12
1,47.662576,-122.12052,7/26/12
1,47.6815336,-122.2505453,7/12/12
1,47.662576,-122.12052,8/2/12
1,47.662576,-122.12052,8/2/12
1,47.6815336,-122.2505453,8/4/12
1,47.662576,-122.12052,8/2/12
1,47.662576,-122.12052,9/13/12
1,47.663868,-122.4215317,5/10/13
1,47.65424,-122.29137,5/28/13
1,47.2659509,-122.0919013,5/29/13
1,47.65424,-122.29137,5/28/13
1,47.65424,-122.29137,5/29/13
1,47.6282827,-122.2933075,5/18/13
2,47.662576,-122.12052,5/30/13
2,47.662576,-122.12052,5/30/13
2,47.662576,-122.12052,5/30/13
2,47.663868,-122.4215317,5/27/13
2,47.663868,-122.4215317,5/20/13
1,47.65424,-122.29137,5/19/13
1,47.65424,-122.29137,5/19/13
1,47.65424,-122.29137,5/19/13
2,47.6545148,-122.1077304,5/31/13
1,47.65424,-122.29137,5/31/13
2,47.662576,-122.12052,5/30/13
2,47.6815336,-122.2505453,5/30/13
1,47.65424,-122.29137,5/31/13
1,47.65424,-122.29137,5/30/13
3,47.3284365,-122.2431564,5/12/13
1,47.6829127,-121.9239418,5/20/13
1,47.65424,-122.29137,5/19/13
2,47.65424,-122.29137,5/31/13
3,47.662576,-122.12052,5/23/13
2,47.662576,-122.12052,5/16/13
1,47.3284365,-122.2431564,5/12/13
3,47.4066334,-122.2595633,5/31/13
1,47.3284365,-122.2431564,5/13/13
1,47.662576,-122.12052,5/31/13
3,47.662576,-122.12052,5/30/13
4,47.662576,-122.12052,5/23/13
1,47.5597558,-122.0549817,5/22/13
1,47.65424,-122.29137,5/23/13
2,47.7017213,-122.3312035,5/14/13
1,47.6545148,-122.1077304,5/14/13
2,47.65424,-122.29137,5/24/13
3,47.663868,-122.4215317,5/24/13
1,47.3276285,-122.2420835,5/15/13
8,47.6829127,-121.9239418,5/25/13
10,47.6875358,-121.940217,5/25/13
3,47.663868,-122.4215317,5/24/13
1,47.663868,-122.4215317,5/16/13
3,47.65424,-122.29137,5/26/13
2,47.662576,-122.12052,5/25/13
1,47.65424,-122.29137,5/20/13
1,47.662576,-122.12052,5/31/13
3,47.663868,-122.4215317,5/27/13
1,47.662576,-122.12052,5/24/13
1,47.6815336,-122.2505453,5/9/13
2,47.3483898,-122.2167635,5/17/13
2,47.6545148,-122.1077304,5/18/13
1,47.6282827,-122.2933075,5/17/13
1,47.65424,-122.29137,5/28/13
3,47.65424,-122.29137,5/27/13
1,47.65424,-122.29137,5/28/13
1,47.6701559,-122.1102905,6/14/13
1,47.6815336,-122.2505453,6/14/13
1,47.5597558,-122.0549817,6/11/13
1,47.523852,-121.7963326,6/18/13
1,47.65424,-122.29137,6/2/13
4,47.6829127,-121.9239418,6/15/13
4,47.523852,-121.7963326,6/15/13
3,47.6829127,-121.9239418,6/16/13
3,47.6829127,-121.9239418,6/1/13
2,47.65424,-122.29137,6/1/13
3,47.658745,-122.4182162,6/1/13
2,47.418883,-122.2678757,6/4/13
3,47.662576,-122.12052,6/6/13
1,47.662576,-122.12052,6/13/13
1,47.65424,-122.29137,6/2/13
2,47.662576,-122.12052,6/2/13
2,47.6643686,-122.1130666,6/1/13
2,47.662576,-122.12052,6/2/13
2,47.6643686,-122.1130666,6/1/13
2,47.7197576,-121.3416133,6/18/13
1,47.6863886,-122.0750645,6/20/13
2,47.4066334,-122.2595633,6/2/13
1,47.6829127,-121.9239418,6/2/13
1,47.6829127,-121.9239418,6/2/13
1,47.4190282,-122.2763085,6/2/13
1,47.6829127,-121.9239418,6/2/13
3,47.6829127,-121.9239418,6/22/13
1,47.6802118,-121.960001,6/3/13
9,47.4139518,-122.2653213,6/3/13
1,47.2659509,-122.0919013,6/5/13
2,47.6815336,-122.2505453,6/7/13
2,47.65424,-122.29137,6/4/13
4,47.6829127,-121.9239418,6/6/13
2,47.662576,-122.12052,6/6/13
1,47.6701559,-122.1102905,6/14/13
1,47.3284365,-122.2431564,6/30/13
3,47.4066334,-122.2595633,6/9/13
4,47.3284365,-122.2431564,6/2/13
2,47.523852,-121.7963326,6/8/13
2,47.523852,-121.7963326,6/8/13
1,47.6815336,-122.2505453,6/8/13
1,47.65424,-122.29137,6/9/13
2,47.662576,-122.12052,6/6/13
2,47.6815336,-122.2505453,6/7/13
1,47.6829127,-121.9239418,6/2/13
1,47.6815336,-122.2505453,6/9/13
1,47.5597558,-122.0549817,6/11/13
1,47.2659509,-122.0919013,7/3/13
1,47.6815336,-122.2505453,7/25/13
2,47.2659509,-122.0919013,7/5/13
1,47.6815336,-122.2505453,7/13/13
1,47.6815336,-122.2505453,7/13/13
2,47.6815336,-122.2505453,7/19/13
1,47.599951,-122.134904,8/15/13
1,47.6815336,-122.2505453,5/21/14
1,47.6815336,-122.2505453,5/20/14
1,47.5597558,-122.0549817,5/21/14
1,47.4546561,-122.294726,5/19/14
3,47.662576,-122.12052,5/22/14
3,47.662576,-122.12052,5/22/14
1,47.6815336,-122.2505453,5/22/14
2,47.662576,-122.12052,5/29/14
1,47.662576,-122.12052,5/29/14
4,47.662576,-122.12052,5/29/14
1,47.2737373,-122.027222,5/16/14
2,47.4066334,-122.2595633,5/16/14
2,47.4066334,-122.2595633,5/21/14
2,47.662576,-122.12052,5/22/14
3,47.662576,-122.12052,5/22/14
1,47.65424,-122.29137,5/30/14
2,47.4066334,-122.2595633,5/29/14
1,47.6815336,-122.2505453,5/23/14
1,47.7495535,-121.987837,5/15/14
2,47.662576,-122.12052,5/22/14
1,47.515858,-122.27456,5/22/14
6,47.662576,-122.12052,5/22/14
1,47.5597558,-122.0549817,5/21/14
1,47.6815336,-122.2505453,5/31/14
1,47.6815336,-122.2505453,5/19/14
1,47.663868,-122.4215317,5/30/14
1,47.6815336,-122.2505453,5/21/14
1,47.2737373,-122.027222,5/16/14
1,47.6815336,-122.2505453,5/24/14
1,47.6815336,-122.2505453,5/24/14
2,47.4066334,-122.2595633,5/23/14
1,47.663868,-122.4215317,5/31/14
5,47.662576,-122.12052,5/24/14
1,47.662576,-122.12052,5/24/14
1,47.6829127,-121.9239418,5/24/14
1,47.6777381,-122.2565881,5/20/14
1,47.6815336,-122.2505453,5/18/14
1,47.7582372,-121.9860935,5/25/14
4,47.6404972,-121.9264226,5/25/14
1,47.7582372,-121.9860935,5/25/14
2,47.662576,-122.12052,5/16/14
4,47.6404972,-121.9264226,5/25/14
3,47.662576,-122.12052,5/22/14
1,47.6815336,-122.2505453,5/26/14
2,47.4066334,-122.2595633,5/29/14
1,47.5597558,-122.0549817,5/21/14
1,47.6815336,-122.2505453,5/21/14
1,47.626261,-122.321364,5/21/14
3,47.4066334,-122.2595633,5/20/14
1,47.6815336,-122.2505453,5/19/14
4,47.662576,-122.12052,5/29/14
2,47.6829127,-121.9239418,5/27/14
1,47.662576,-122.12052,5/27/14
2,47.6829127,-121.9239418,6/8/14
1,47.663868,-122.4215317,6/8/14
1,47.662576,-122.12052,6/19/14
1,47.4066334,-122.2595633,6/8/14
2,47.662576,-122.12052,6/19/14
4,47.662576,-122.12052,6/19/14
3,47.662576,-122.12052,6/12/14
2,47.662576,-122.12052,6/19/14
2,47.6829127,-121.9239418,6/8/14
1,47.662576,-122.12052,6/10/14
2,47.662576,-122.12052,6/8/14
2,47.662576,-122.12052,6/21/14
1,47.662576,-122.12052,6/12/14
2,47.662576,-122.12052,6/4/14
1,47.663868,-122.4215317,6/8/14
2,47.282537,-122.163529,6/27/14
1,47.662576,-122.12052,6/26/14
2,47.662576,-122.12052,6/11/14
1,47.282537,-122.163529,6/23/14
1,47.6705971,-121.9235864,6/25/14
1,47.662576,-122.12052,6/26/14
2,47.6815336,-122.2505453,6/27/14
1,47.27374,-122.02722,6/25/14
1,47.4066334,-122.2595633,6/28/14
2,47.662576,-122.12052,6/1/14
2,47.662576,-122.12052,6/1/14
2,47.6815336,-122.2505453,6/29/14
2,47.6784043,-121.9370502,6/27/14
2,47.662576,-122.12052,6/28/14
2,47.3685927,-122.2428125,6/3/14
1,47.5597558,-122.0549817,6/3/14
1,47.523852,-121.7963326,6/15/14
1,47.280744,-122.15191,6/28/14
1,47.6815336,-122.2505453,6/28/14
1,47.4066334,-122.2595633,6/29/14
2,47.282537,-122.163529,6/28/14
3,47.662576,-122.12052,6/26/14
3,47.662576,-122.12052,6/5/14
4,47.662576,-122.12052,6/5/14
1,47.523852,-121.7963326,6/15/14
1,47.523852,-121.7963326,6/15/14
1,47.6815336,-122.2505453,6/30/14
1,47.6815336,-122.2505453,6/29/14
3,47.662576,-122.12052,6/5/14
1,47.5597558,-122.0549817,6/3/14
2,47.662576,-122.12052,6/3/14
2,47.7616784,-121.9710624,6/18/14
2,47.64017,-122.27961,6/18/14
2,47.662576,-122.12052,6/16/14
2,47.662576,-122.12052,6/18/14
1,47.6815336,-122.2505453,6/30/14
2,47.662576,-122.12052,6/26/14
3,47.662576,-122.12052,6/6/14
2,47.662576,-122.12052,6/18/14
1,47.7402397,-121.9886577,6/18/14
2,47.523852,-121.7963326,6/8/14
2,47.662576,-122.12052,6/20/14
1,47.662576,-122.12052,6/17/14
2,47.2832758,-122.1547508,6/29/14
1,47.523852,-121.7963326,7/7/14
1,47.662576,-122.12052,7/10/14
1,47.662576,-122.12052,7/7/14
2,47.662576,-122.12052,7/10/14
1,47.662576,-122.12052,7/23/14
1,47.662576,-122.12052,7/24/14
1,47.4066334,-122.2595633,7/15/14
1,47.6815336,-122.2505453,7/1/14
1,47.67789,-122.09371,7/1/14
1,47.662576,-122.12052,7/3/14
3,47.2091188,-121.5115786,7/18/14
1,47.662576,-122.12052,7/10/14
1,47.523852,-121.7963326,7/4/14
1,47.5891498,-122.1867639,8/9/14
1,47.3284365,-122.2431564,5/10/15
1,47.662576,-122.12052,5/10/15
1,47.662576,-122.12052,5/10/15
4,47.662576,-122.12052,5/14/15
2,47.662576,-122.12052,5/21/15
1,47.4066334,-122.2595633,5/19/15
1,47.662576,-122.12052,5/21/15
1,47.663868,-122.4215317,5/27/15
5,47.662576,-122.12052,5/21/15
1,47.6829127,-121.9239418,5/25/15
5,47.662576,-122.12052,5/21/15
2,47.6829127,-121.9239418,5/10/15
1,47.65424,-122.29137,5/16/15
4,47.662576,-122.12052,5/14/15
5,47.4066334,-122.2595633,5/15/15
5,47.4066334,-122.2595633,5/15/15
1,47.662576,-122.12052,5/21/15
3,47.662576,-122.12052,5/21/15
2,47.662576,-122.12052,5/21/15
1,47.663868,-122.4215317,5/27/15
1,47.662576,-122.12052,5/28/15
1,47.739699,-121.989963,5/9/15
1,47.7402397,-121.9886577,5/17/15
1,47.4190282,-122.2763085,5/6/15
2,47.662576,-122.12052,5/7/15
2,47.65424,-122.29137,5/11/15
1,47.6815336,-122.2505453,5/11/15
2,47.4066334,-122.2595633,5/10/15
2,47.7402397,-121.9886577,5/21/15
2,47.4066334,-122.2595633,5/21/15
1,47.662576,-122.12052,5/28/15
1,47.662576,-122.12052,5/28/15
1,47.662576,-122.12052,5/25/15
1,47.662576,-122.12052,5/28/15
1,47.662576,-122.12052,5/28/15
1,47.716697,-121.986862,5/17/15
2,47.662576,-122.12052,5/7/15
1,47.6829127,-121.9239418,5/11/15
1,47.662576,-122.12052,5/16/15
1,47.65424,-122.29137,5/16/15
1,47.6829127,-121.9239418,5/22/15
1,47.4066334,-122.2595633,5/21/15
1,47.6815336,-122.2505453,5/22/15
1,47.53764,-122.06923,5/17/15
4,47.662576,-122.12052,5/28/15
1,47.6815336,-122.2505453,5/29/15
2,47.6829127,-121.9239418,5/23/15
5,47.4066334,-122.2595633,5/17/15
2,47.6829127,-121.9239418,5/23/15
1,47.5091923,-122.2683048,5/21/15
1,47.6802118,-121.960001,5/17/15
2,47.6829127,-121.9239418,5/17/15
2,47.6829127,-121.9239418,5/17/15
2,47.4190282,-122.2763085,5/23/15
1,47.518668,-121.7987017,5/30/15
2,47.646887,-122.0993042,5/17/15
2,47.662576,-122.12052,5/17/15
1,47.4066334,-122.2595633,5/23/15
2,47.6829127,-121.9239418,5/23/15
3,47.6829127,-121.9239418,5/31/15
3,47.6829127,-121.9239418,5/31/15
1,47.662576,-122.12052,5/31/15
1,47.4132203,-122.2805786,5/31/15
4,47.662576,-122.12052,5/9/15
3,47.662576,-122.12052,5/9/15
7,47.662576,-122.12052,5/14/15
2,47.662576,-122.12052,5/7/15
2,47.662576,-122.12052,5/7/15
7,47.662576,-122.12052,5/14/15
7,47.662576,-122.12052,5/14/15
1,47.662576,-122.12052,5/30/15
3,47.6829127,-121.9239418,5/31/15
3,47.6829127,-121.9239418,5/31/15
4,47.662576,-122.12052,5/28/15
3,47.6829127,-121.9239418,5/31/15
3,47.6829127,-121.9239418,5/31/15
3,47.6829127,-121.9239418,5/31/15
2,47.523852,-121.7963326,5/29/15
1,47.7402397,-121.9886577,5/31/15
2,47.646887,-122.0993042,5/9/15
7,47.662576,-122.12052,5/14/15
7,47.662576,-122.12052,5/14/15
2,47.6829127,-121.9239418,5/23/15
3,47.662576,-122.12052,5/24/15
1,47.6829127,-121.9239418,5/24/15
3,47.6829127,-121.9239418,5/31/15
4,47.662576,-122.12052,5/28/15
3,47.6829127,-121.9239418,5/30/15
5,47.662576,-122.12052,5/14/15
1,47.663868,-122.4215317,5/25/15
1,47.4190282,-122.2763085,5/25/15
1,47.4190282,-122.2763085,5/25/15
1,47.662576,-122.12052,5/9/15
1,47.3073196,-122.2282333,5/8/15
1,47.663868,-122.4215317,5/9/15
3,47.4066334,-122.2595633,5/8/15
4,47.662576,-122.12052,5/14/15
1,47.3884715,-122.3736191,5/15/15
1,47.3884715,-122.3736191,5/15/15
2,47.5597558,-122.0549817,5/19/15
2,47.662576,-122.12052,5/7/15
3,47.4066334,-122.2595633,5/17/15
1,47.65424,-122.29137,5/9/15
5,47.662576,-122.12052,5/21/15
2,47.4066334,-122.2595633,5/25/15
7,47.662576,-122.12052,5/14/15
5,47.662576,-122.12052,5/21/15
1,47.662576,-122.12052,5/15/15
1,47.662576,-122.12052,5/16/15
1,47.6829127,-121.9239418,5/2/15
1,47.65424,-122.29137,5/3/15
1,47.662576,-122.12052,6/11/15
1,47.662576,-122.12052,6/25/15
3,47.662576,-122.12052,6/25/15
3,47.662576,-122.12052,6/25/15
3,47.662576,-122.12052,6/25/15
3,47.662576,-122.12052,6/4/15
4,47.4066334,-122.2595633,6/5/15
5,47.278851,-122.155411,6/6/15
1,47.2737373,-122.027222,6/16/15
1,47.3714188,-122.2585475,6/28/15
6,47.2797732,-122.1525568,6/6/15
3,47.662576,-122.12052,6/4/15
2,47.4066334,-122.2595633,6/28/15
2,47.4066334,-122.2595633,6/28/15
4,47.4066334,-122.2595633,6/5/15
3,47.662576,-122.12052,6/25/15
1,47.4066334,-122.2595633,6/28/15
1,47.6829127,-121.9239418,6/21/15
2,47.712378,-121.380049,6/20/15
1,47.4394,-122.064783,6/9/15
2,47.662576,-122.12052,6/11/15
2,47.662576,-122.12052,6/11/15
1,47.662576,-122.12052,6/27/15
1,47.5541057,-122.1663702,6/21/15
1,47.662576,-122.12052,6/18/15
1,47.662576,-122.12052,6/18/15
1,47.523852,-121.7963326,6/2/15
6,47.2797732,-122.1525568,6/6/15
1,47.2837998,-122.1314049,6/6/15
2,47.4190282,-122.2763085,6/2/15
1,47.6815336,-122.2505453,6/4/15
1,47.6072625,-121.931076,7/3/15
2,47.662576,-122.12052,7/16/15
1,47.523852,-121.7963326,7/22/15
2,47.662576,-122.12052,7/2/15
3,47.662576,-122.12052,7/9/15
1,47.523852,-121.7963326,7/23/15
2,47.662576,-122.12052,7/16/15
1,47.662576,-122.12052,7/23/15
2,47.662576,-122.12052,7/11/15
2,47.662576,-122.12052,7/16/15
2,47.662576,-122.12052,7/2/15
2,47.662576,-122.12052,7/2/15
2,47.662576,-122.12052,7/2/15
2,47.662576,-122.12052,7/2/15
1,47.662576,-122.12052,7/23/15
1,47.662576,-122.12052,7/23/15
3,47.662576,-122.12052,7/9/15
1,47.662576,-122.12052,7/23/15
2,47.662576,-122.12052,7/2/15
3,47.662576,-122.12052,7/9/15
3,47.662576,-122.12052,7/9/15
1,47.662576,-122.12052,7/23/15
1,47.663868,-122.4215317,5/12/16
1,47.662576,-122.12052,5/12/16
1,47.662576,-122.12052,5/12/16
2,47.662576,-122.12052,5/19/16
7,47.662576,-122.12052,5/29/16
2,47.662576,-122.12052,5/24/16
2,47.523852,-121.7963326,5/17/16
1,47.4066334,-122.2595633,5/23/16
1,47.662576,-122.12052,5/30/16
1,47.6427075,-122.2851502,5/30/16
1,47.663868,-122.4215317,5/13/16
2,47.663868,-122.4215317,5/13/16
2,47.662576,-122.12052,5/19/16
2,47.523852,-121.7963326,5/20/16
2,47.662576,-122.12052,5/19/16
2,47.662576,-122.12052,5/19/16
1,47.662576,-122.12052,5/20/16
1,47.662576,-122.12052,5/30/16
3,47.663868,-122.4215317,5/30/16
2,47.662576,-122.12052,5/30/16
2,47.662576,-122.12052,5/30/16
1,47.7402397,-121.9886577,5/30/16
1,47.662576,-122.12052,5/30/16
1,47.662576,-122.12052,5/30/16
1,47.662576,-122.12052,5/12/16
1,47.662576,-122.12052,5/12/16
1,47.662576,-122.12052,5/20/16
2,47.662576,-122.12052,5/19/16
1,47.6545148,-122.1077304,5/25/16
2,47.662576,-122.12052,5/25/16
3,47.662576,-122.12052,5/24/16
1,47.6545148,-122.1077304,5/25/16
1,47.6815336,-122.2505453,5/31/16
1,47.662576,-122.12052,5/18/16
1,47.662576,-122.12052,5/12/16
1,47.662576,-122.12052,5/24/16
1,47.662576,-122.12052,5/24/16
2,47.662576,-122.12052,5/25/16
1,47.662576,-122.12052,5/25/16
2,47.662576,-122.12052,5/25/16
1,47.6545148,-122.1077304,5/31/16
1,47.662576,-122.12052,5/31/16
1,47.662576,-122.12052,5/31/16
2,47.663868,-122.4215317,5/31/16
1,47.662576,-122.12052,5/17/16
2,47.662576,-122.12052,5/26/16
1,47.663868,-122.4215317,5/26/16
2,47.662576,-122.12052,5/26/16
1,47.662576,-122.12052,5/25/16
1,47.6815336,-122.2505453,5/31/16
1,47.663868,-122.4215317,5/31/16
1,47.663868,-122.4215317,5/26/16
2,47.662576,-122.12052,5/26/16
2,47.662576,-122.12052,5/26/16
1,47.662576,-122.12052,5/28/16
1,47.662576,-122.12052,5/28/16
3,47.662576,-122.12052,5/14/16
2,47.523852,-121.7963326,5/17/16
1,47.662576,-122.12052,5/17/16
1,47.662576,-122.12052,5/27/16
2,47.6815336,-122.2505453,5/27/16
1,47.662576,-122.12052,5/26/16
2,47.523852,-121.7963326,5/17/16
2,47.523852,-121.7963326,5/17/16
4,47.523852,-121.7963326,5/22/16
1,47.663868,-122.4215317,5/22/16
1,47.662576,-122.12052,5/27/16
1,47.6545148,-122.1077304,5/30/16
1,47.662576,-122.12052,5/28/16
1,47.662576,-122.12052,5/18/16
1,47.6545148,-122.1077304,5/18/16
1,47.6829127,-121.9239418,5/22/16
1,47.6583693,-122.1144962,5/28/16
1,47.662576,-122.12052,5/28/16
1,47.662576,-122.12052,5/21/16
1,47.662576,-122.12052,5/12/16
1,47.6941307,-121.9737613,5/13/16
2,47.662576,-122.12052,5/19/16
1,47.663868,-122.4215317,5/22/16
1,47.663868,-122.4215317,5/22/16
2,47.662576,-122.12052,5/23/16
1,47.663868,-122.4215317,5/29/16
3,47.663868,-122.4215317,5/29/16
